a01,aeu,totexp_m,div,district,hh_type,lat1,long1,totexp_m_pc
349,2.339999974,7432.706988,10,9,national representative,22.54111111,91.03388889,3176.370543
350,4.179999948,17186.91469,10,9,national representative,22.27027778,91.03805556,4111.702132
351,3.389999986,7811.224024,10,9,national representative,22.28555556,91.06666667,2304.195887
352,3.369999945,6883.260314,10,9,national representative,22.27694444,91.09027778,2042.510512
353,2.099999964,4224.209444,10,9,national representative,22.48333333,91.03416667,2011.528341
354,5.419999957,12646.68483,10,9,national representative,22.4675,91.04944444,2333.336703
355,2.669999957,8002.122785,10,9,national representative,22.48166667,91.04944444,2997.04978
356,3.339999914,8683.263526,10,9,national representative,22.47833333,91.11444444,2599.779566
357,2.349999964,8551.128628,10,9,national representative,22.46722222,91.11666667,3638.778195
358,2.829999983,5289.923921,10,9,national representative,22.44444444,91.09833333,1869.231079
359,1.430000007,2997.467927,10,9,national representative,22.43222222,91.12694444,2096.131407
360,1.859999955,3901.695399,10,9,national representative,22.47583333,91.09472222,2097.68575
361,4.539999962,20160.32552,50,10,national representative,24.81916667,89.11861111,4440.600373
362,2.579999954,9624.009838,50,10,national representative,25.07305556,89.11944444,3730.236439
363,2.779999971,9385.832201,50,10,national representative,25.06805556,89.11444444,3376.198668
364,4.529999912,16065.65469,50,10,national representative,25.05583333,89.11194444,3546.502209
365,4.069999933,16915.2295,50,10,national representative,25.05305556,89.11555556,4156.076111
366,3.879999936,8050.42022,50,10,national representative,25.04472222,89.11611111,2074.850607
367,3.659999967,25871.67099,50,10,national representative,25.04444444,89.11083333,7068.762629
368,4.859999955,39636.06193,50,10,national representative,25.04722222,89.10777778,8155.568375
369,3.479999959,7748.374073,50,10,national representative,25.03861111,89.10583333,2226.5443
370,3.24999994,8010.360539,50,10,national representative,25.03361111,89.11444444,2464.726365
371,3.709999919,12000.21335,50,10,national representative,25.03027778,89.11388889,3234.558925
372,2.279999971,3951.809828,50,10,national representative,25.03805556,89.13111111,1733.249946
373,4.419999957,8074.702907,50,10,national representative,25.02722222,89.12333333,1826.855879
374,2.689999968,4741.482282,50,10,national representative,25.03222222,89.12694444,1762.63284
375,2.49999994,6906.564784,50,10,national representative,25.03083333,89.13083333,2762.625979
376,2.889999926,6981.735899,50,10,national representative,25.04666667,89.12666667,2415.825632
377,2.889999926,6298.731468,50,10,national representative,25.04305556,89.12361111,2179.491913
378,3.049999952,12435.62619,50,10,national representative,25.0525,89.11916667,4077.254553
379,3.079999983,11228.40456,50,10,national representative,25.06638889,89.12861111,3645.585916
380,3.25,14978.66354,50,10,national representative,25.07638889,89.13166667,4608.81955
381,3.110000014,10581.1422,50,10,national representative,24.89444444,89.60277778,3402.296511
382,3.619999945,16494.59411,50,10,national representative,24.905,89.59805556,4556.517779
383,2.329999954,9347.377684,50,10,national representative,24.91055556,89.6,4011.750159
384,3.129999995,5715.567322,50,10,national representative,24.90722222,89.58527778,1826.05985
385,3.029999912,4686.577257,50,10,national representative,24.90166667,89.58972222,1546.725212
386,3.169999957,8257.718308,50,10,national representative,24.89583333,89.58361111,2604.958492
387,3.389999986,12041.80292,50,10,national representative,24.88916667,89.59027778,3552.154269
388,3.23999995,4890.186688,50,10,national representative,24.88416667,89.58111111,1509.316902
389,3.559999973,13286.86082,50,10,national representative,24.88861111,89.56638889,3732.264305
390,2.949999988,15500.59658,50,10,national representative,24.88055556,89.55194444,5254.43954
391,1.949999988,2646.640388,50,10,national representative,24.89638889,89.5725,1357.251489
392,3.049999952,5685.549586,50,10,national representative,24.9,89.56138889,1864.114648
393,4.579999924,18758.83192,50,10,national representative,24.90888889,89.5575,4095.814899
394,2.539999962,12546.86551,50,10,national representative,24.88666667,89.54555556,4939.710903
395,2.099999964,7784.571754,50,10,national representative,24.87333333,89.565,3706.938994
396,3.029999912,9325.829216,50,10,national representative,24.85583333,89.56361111,3077.831514
397,3.980000019,10510.81881,50,10,national representative,24.86111111,89.55111111,2640.909235
398,3.50999999,18633.88126,50,10,national representative,24.85027778,89.53833333,5308.798094
399,1.50999999,6070.113157,50,10,national representative,24.82638889,89.53027778,4019.942514
400,2.679999948,9408.931533,50,10,national representative,24.82166667,89.55888889,3510.795417
401,2.419999957,9134.931624,50,10,national representative,24.7875,89.71277778,3774.765201
402,2.429999948,4553.539591,50,10,national representative,24.81361111,89.71083333,1873.884646
403,2.909999937,8673.246313,50,10,national representative,24.78583333,89.74444444,2980.49708
404,3.929999948,8858.335886,50,10,national representative,24.76583333,89.74972222,2254.029518
405,4.969999909,44419.70184,50,10,national representative,24.775,89.76,8937.565925
406,2.469999969,10277.59503,50,10,national representative,24.78416667,89.76277778,4160.9697
407,3.689999968,12381.42786,50,10,national representative,24.77694444,89.73861111,3355.400534
408,3.469999909,6536.732438,50,10,national representative,24.76777778,89.77027778,1883.784613
409,2.929999948,19185.30767,50,10,national representative,24.76361111,89.77222222,6547.886695
410,2.829999954,8108.455031,50,10,national representative,24.77833333,89.77666667,2865.178503
411,4.049999893,4986.477279,50,10,national representative,24.785,89.52722222,1231.22899
412,2.909999967,5797.29683,50,10,national representative,24.77083333,89.52444444,1992.198246
413,3.369999945,13857.16825,50,10,national representative,25.00888889,89.77527778,4111.91943
414,4.859999895,19279.18516,50,10,national representative,25.01055556,89.75555556,3966.910613
415,2.929999948,7171.263778,50,10,national representative,24.99972222,89.75444444,2447.530343
416,2.339999974,13693.46396,50,10,national representative,24.99222222,89.75861111,5851.90774
417,2.939999968,6656.637094,50,10,national representative,24.97972222,89.75138889,2264.162302
418,2.559999943,4780.083931,50,10,national representative,24.95638889,89.73194444,1867.220327
419,2.309999973,6522.300655,50,10,national representative,25.00472222,89.74555556,2823.506811
420,3.379999936,5830.145043,50,10,national representative,24.755,89.72861111,1724.895016
421,3.75,13241.47313,50,10,national representative,24.97833333,89.30972222,3531.059502
422,2.539999962,9086.889881,50,10,national representative,24.96777778,89.30694444,3577.515755
423,3.669999987,12110.83562,50,10,national representative,24.97472222,89.26833333,3299.955221
424,5.360000014,15427.33246,50,10,national representative,24.96333333,89.32444444,2878.233661
425,3.379999936,16683.69418,50,10,national representative,24.94777778,89.31972222,4936.00429
426,2.589999974,8556.37179,50,10,national representative,24.93444444,89.32222222,3303.618485
427,2.219999969,3998.040521,50,10,national representative,24.93055556,89.3025,1800.919179
428,2.679999977,16620.82056,50,10,national representative,24.92,89.30083333,6201.798768
429,2.339999974,16188.693,50,10,national representative,24.95083333,89.28777778,6918.244949
430,3.259999931,15536.50392,50,10,national representative,24.94083333,89.27027778,4765.798849
431,2.419999957,13323.81222,50,10,national representative,24.92444444,89.26166667,5505.707627
432,2.799999982,7971.46474,50,10,national representative,24.92222222,89.24222222,2846.951711
433,2.889999926,7544.32841,50,10,national representative,24.91361111,89.24222222,2610.494326
434,3.74999994,8985.269236,50,10,national representative,24.91888889,89.25055556,2396.071834
435,2.539999962,5515.627528,50,10,national representative,24.91277778,89.25305556,2171.506933
436,2.099999964,7024.986372,50,10,national representative,24.90777778,89.24611111,3345.231663
437,3.969999969,11325.87056,50,10,national representative,24.91694444,89.23888889,2852.864144
438,2.600000024,6093.081552,50,10,national representative,24.90194444,89.23916667,2343.492883
439,3.689999968,8164.821352,50,10,national representative,24.89527778,89.24722222,2212.688733
440,6.629999965,17087.69941,50,10,national representative,24.89083333,89.25138889,2577.330242
441,2.279999971,3652.307518,50,10,national representative,24.82194444,89.77666667,1601.889283
442,2.829999983,10903.21841,50,10,national representative,24.81972222,89.78333333,3852.727374
443,3.039999932,14147.22763,50,10,national representative,24.8175,89.77944444,4653.693403
444,2.629999936,5727.571935,50,10,national representative,24.81777778,89.80222222,2177.784059
445,2.099999964,20225.26674,50,10,national representative,24.82972222,89.82277778,9631.079564
446,3.879999995,9644.187804,50,10,national representative,24.84416667,89.83638889,2485.615416
447,3.879999995,17793.16466,50,10,national representative,24.86111111,89.82611111,4585.867186
448,2.669999957,4915.813202,50,10,national representative,24.87611111,89.82583333,1841.12857
449,4.74999994,15740.59245,50,10,national representative,24.89,89.83638889,3313.808979
450,3.129999936,12944.68422,50,10,national representative,24.89111111,89.85388889,4135.681944
451,2.959999979,7403.614576,50,10,national representative,24.895,89.84611111,2501.221159
452,2.399999976,7910.083643,50,10,national representative,24.87222222,89.84027778,3295.868217
453,4.299999893,13529.82783,50,10,national representative,24.86638889,89.84638889,3146.471667
454,2.230000019,9436.404039,50,10,national representative,24.83694444,89.85444444,4231.571282
455,2.869999975,7914.24256,50,10,national representative,24.85611111,89.62305556,2757.575829
456,3.379999965,5995.424362,50,10,national representative,24.85333333,89.64138889,1773.794208
457,2.429999948,5075.099977,50,10,national representative,24.84916667,89.65444444,2088.518554
458,2.209999979,5397.233781,50,10,national representative,24.83888889,89.65111111,2442.187255
459,2.439999938,6408.103137,50,10,national representative,24.84083333,89.63916667,2626.271844
460,4.289999902,9278.425026,50,10,national representative,24.84166667,89.60666667,2162.803086
461,3.269999921,7984.094513,50,10,national representative,25.10555556,89.37777778,2441.619176
462,1.50999999,8262.471551,50,10,national representative,25.11388889,89.37055556,5471.835499
463,5.649999917,18623.64962,50,10,national representative,25.10611111,89.35305556,3296.22122
464,2.49999994,6344.653451,50,10,national representative,25.10638889,89.34611111,2537.861441
465,2.339999974,8016.888497,50,10,national representative,25.10222222,89.34472222,3426.020764
466,3.159999967,10729.62578,50,10,national representative,25.10638889,89.33944444,3395.451233
467,6.139999866,31920.39429,50,10,national representative,25.11111111,89.33416667,5198.761398
468,3.699999988,20859.90847,50,10,national representative,25.09777778,89.36277778,5637.813117
469,3.599999994,7141.779938,50,10,national representative,25.08416667,89.35888889,1983.827764
470,1.849999964,3962.694431,50,10,national representative,25.07972222,89.36166667,2141.997031
471,2.629999936,9007.644414,50,10,national representative,25.09972222,89.35472222,3424.959937
472,4.089999974,7138.47863,50,10,national representative,25.09222222,89.34611111,1745.349309
473,2.349999964,8427.026653,50,10,national representative,25.09638889,89.33777778,3585.968843
474,6.509999901,19881.20659,50,10,national representative,25.08972222,89.33777778,3053.948832
475,2.889999926,29374.05433,50,10,national representative,25.05805556,89.34361111,10164.0329
476,3.019999921,6967.088938,50,10,national representative,25.07777778,89.3275,2306.983152
477,2.219999969,10481.16608,50,10,national representative,25.09388889,89.32972222,4721.246049
478,3.689999998,6570.540716,50,10,national representative,25.09083333,89.32083333,1780.634341
479,3.719999939,7534.516984,50,10,national representative,25.10305556,89.33111111,2025.407824
480,3.029999912,8302.434637,50,10,national representative,25.11138889,89.32388889,2740.077518
481,2.25999999,21808.77465,20,12,national representative,23.98416667,90.98388889,9649.900329
482,1.800000012,9219.567323,20,12,national representative,23.98527778,90.98305556,5121.981812
483,5.179999948,11692.5593,20,12,national representative,23.9675,90.98694444,2257.250852
484,4.709999919,22500.57995,20,12,national representative,23.97555556,90.99138889,4777.193278
485,3.149999976,19652.94974,20,12,national representative,23.98027778,90.98666667,6239.03171
