a01,aeu,totexp_m,hh_type,div,District,lat1,long1,totexp_m_pc
6019,2.729999989,8802.410645,1,10,42,22.78916667,90.38694444,3224.326256
6020,NA,0,1,10,42,22.75805556,90.34305556,NA
6021,3.869999945,5875.523846,1,40,44,23.91833333,89.04388889,1518.223237
6022,1.409999967,970.3869228,1,40,44,23.92333333,89.04222222,688.2176921
6023,4.389999956,2648.189518,1,40,44,23.93694444,89.03861111,603.2322425
6024,4.189999968,2570.37693,1,40,44,23.92527778,89.04861111,613.4551193
6025,3.029999971,1997.217247,1,40,44,23.93055556,89.06277778,659.1476125
6026,1.290000021,2913.482157,1,40,44,23.915,89.05083333,2258.513263
6027,2.709999979,1985.699404,1,40,44,23.72027778,89.03027778,732.7304131
6028,5.069999993,5789.821388,1,40,44,23.72305556,89.27527778,1141.976607
6029,4.49999997,3149.880932,1,40,44,23.71027778,89.04305556,699.973545
6030,4.219999939,3682.728264,1,40,44,23.69305556,89.02666667,872.6844353
6031,2.429999948,1939.414749,1,40,44,23.72805556,89.03361111,798.1130827
6032,3,2643.208267,1,40,44,23.6925,89.045,881.0694224
6033.1,2.889999956,3467.764877,1,40,44,23.73666667,89.03694444,1199.918661
6033.2,2.419999957,2421.989044,1,40,44,23.73666667,89.03694444,1000.821937
6033.3,2.799999982,3425.029715,1,40,44,23.73666667,89.03694444,1223.224906
6034,5.169999897,3614.107101,1,40,44,23.68555556,89.26694444,699.0536118
6035,1.849999964,1836.160767,1,40,44,23.935,89.0175,992.5193525
6036,3.139999986,3217.916672,1,40,44,23.72777778,89.04722222,1024.814231
6037,2.579999954,1804.523853,1,40,44,23.73444444,89.05944444,699.4278627
6038,2.579999983,2110.659732,1,40,44,23.72083333,89.05055556,818.0851727
6039,2.459999979,3057.567479,1,40,44,23.75861111,89.03527778,1242.91362
6040,3.209999919,2504.958344,1,40,44,23.75833333,89.01777778,780.3608744
6041,4.24999994,4970.422684,1,40,44,23.41611111,89.43805556,1169.511236
6042,1.859999955,2158.511835,1,40,44,23.42166667,89.43833333,1160.490262
6043,3.24999994,3429.68749,1,40,44,23.40472222,89.41722222,1055.288478
6044,2.74999994,6192.058483,1,40,44,23.42416667,89.43611111,2251.657679
6045,3.169999957,3046.949429,1,40,44,23.45305556,89.40027778,961.182798
6046,3.599999964,6033.928574,1,40,44,23.49861111,89.39916667,1676.091287
6047,2.439999968,1830.83333,1,40,44,23.47805556,89.43138889,750.3415386
6048,3.269999921,2544.523815,1,40,44,23.5125,89.38527778,778.1418582
6049.1,2.039999962,1834.186493,1,40,44,23.42777778,89.38833333,899.1110428
6049.2,1.849999964,2971.443459,1,40,44,23.42777778,89.38833333,1606.185684
6050.1,1.50999999,1794.43448,1,40,44,23.3875,89.4075,1188.367213
6050.2,2.099999964,3373.075392,1,40,44,23.3875,89.4075,1606.226405
6050.3,1.849999964,1505.119065,1,40,44,23.3875,89.4075,813.5778889
6050.4,2.269999951,2680.163677,1,40,44,23.3875,89.4075,1180.68887
6051,2.579999983,3269.513889,1,40,44,23.51277778,89.37472222,1267.253454
6052,3.559999973,2843.48204,1,40,44,23.41805556,89.40416667,798.7309164
6053,4.579999983,7763.040604,1,40,44,23.53583333,89.41388889,1694.987038
6054,1.780000001,2691.884926,1,40,44,23.55388889,89.39944444,1512.294901
6055,3.069999993,3169.925552,1,40,44,23.57,89.39305556,1032.549042
6056,2.73999995,1547.142826,1,40,44,23.54527778,89.38305556,564.6506768
6057,NA,0,1,40,44,23.56222222,89.33,NA
6058,0.610000014,1623.630986,1,40,44,23.54472222,89.35777778,2661.690079
6059,1.859999955,1819.017794,1,40,44,23.54277778,89.37777778,977.9665795
6060,3.149999976,3104.300488,1,40,44,23.5375,89.35694444,985.4922257
6061,2.569999933,2677.083344,1,40,44,23.46194444,88.85444444,1041.666698
6062,0.829999983,3208.988068,1,40,44,23.45027778,88.83944444,3866.250762
6063,2.889999926,3234.08724,1,40,44,23.44361111,88.82611111,1119.061357
6064,2.709999979,8188.283627,1,40,44,23.45666667,88.8225,3021.506897
6065,2.339999974,2399.323364,1,40,44,23.45083333,88.81861111,1025.351877
6066,1.639999986,3486.25008,1,40,44,23.44083333,88.81861111,2125.762263
6067,1.439999998,1391.386928,1,40,44,23.44972222,88.81111111,966.2409239
6068,2.929999948,3974.270895,1,40,44,23.45388889,88.81805556,1356.406473
6069,3.939999938,3327.345381,1,40,44,23.43638889,88.81083333,844.503917
6070,5.329999894,7644.925648,1,40,44,23.42638889,88.75916667,1434.320038
6071,2.669999957,3245.622681,1,40,44,23.42166667,88.81416667,1215.589039
6072,3.049999952,3151.934555,1,40,44,23.48055556,88.86527778,1033.421182
6073,0.610000014,1668.809616,1,40,44,23.40611111,88.825,2735.753405
6074,4.979999959,6078.34337,1,40,44,23.41388889,88.82083333,1220.550888
6075,2.709999979,2111.329403,1,40,44,23.42638889,88.83138889,779.0883467
6076,1.859999955,2009.642868,1,40,44,23.47611111,88.82555556,1080.453181
6077,5.199999899,4434.761909,1,40,44,23.4375,88.80222222,852.8388454
6078,4.189999938,3018.18335,1,40,44,23.42916667,88.80111111,720.3301657
6079,3.99999994,2811.726196,1,40,44,23.47722222,88.82611111,702.9315595
6080,2.559999943,3553.105217,1,40,44,23.47277778,88.87055556,1387.931756
6081,2.519999981,2725.58283,1,40,47,22.97888889,89.67777778,1081.580496
6082,2.149999976,3772.499977,1,40,47,22.78388889,89.49777778,1754.651172
6083,3.819999933,2814.166656,1,40,47,22.77277778,89.73222222,736.6928549
6084,4.329999983,3394.444366,1,40,47,22.77277778,89.73472222,783.9363463
6085,4.689999908,4102.499977,1,40,47,22.75361111,89.50527778,874.7334877
6086,2.329999954,2054.042582,1,40,47,22.97305556,89.74,881.5633575
6087,4.339999914,3223,1,40,47,22.7375,89.58583333,742.6267428
6088,2.889999926,2927.033559,1,40,47,22.98527778,89.62472222,1012.814406
6089,3.109999955,1969.574432,1,40,47,22.75861111,89.76,633.3036852
6090,0.829999983,1682.79763,1,40,47,22.99111111,89.69527778,2027.467065
6091,3.919999897,1984.970261,1,40,47,22.74583333,89.54555556,506.3699777
6092,3.49999994,2453.720276,1,40,47,22.98388889,89.52472222,701.0629479
6093,4.23999989,2590.999994,1,40,47,22.96944444,89.63361111,611.0849201
6094,2.219999969,2044.682518,1,40,47,22.96916667,89.74083333,921.0281741
6095,4.689999938,4519.077257,1,40,47,22.74972222,89.69444444,963.5559311
6096,1.50999999,1666.130959,1,40,47,22.75666667,89.53944444,1103.397993
6097,7.799999893,7176.500008,1,40,47,22.74277778,89.54277778,920.0641162
6098,3.74999994,3005.297585,1,40,47,22.97111111,89.53,801.4127019
6099,3.049999952,1934.5536,1,40,47,22.79694444,89.54,634.2798789
6100,3.849999964,4384.88089,1,40,47,22.97805556,89.52472222,1138.930112
6101,3.529999912,3567.261963,1,40,47,22.94444444,89.41444444,1010.555822
6102,5.889999926,3550.208282,1,40,47,22.95694444,89.40055556,602.7518382
6103,3.549999952,2925.327347,1,40,47,24.00861111,89.53611111,824.0358834
6104,2.939999968,5798.720261,1,40,47,22.9525,89.42916667,1972.353852
6105,2.959999949,1837.232178,1,40,47,22.94972222,89.46805556,620.6865573
6106,3.269999981,2256.220306,1,40,47,22.99777778,89.52805556,689.9756329
6107,4.629999936,2232.404743,1,40,47,22.92583333,89.47361111,482.1608584
6108,2.779999971,2185,1,40,47,22.93527778,89.64666667,785.9712311
6109,2.559999943,2600.595295,1,40,47,22.94722222,89.40916667,1015.85756
6110,3.279999971,6011.845346,1,40,47,22.95222222,89.47055556,1832.879695
6111,2.539999962,2140.039722,1,40,47,22.95833333,89.48111111,842.5353364
6112,1.639999986,2362.023819,1,40,47,22.95777778,89.48611111,1440.258439
6113,3.279999971,5924.077374,1,40,47,22.94583333,89.42333333,1806.121166
6114,2.579999954,2439.571458,1,40,47,22.98805556,89.54638889,945.5703495
6115,3.23999995,4674.136795,1,40,47,22.98055556,89.54833333,1442.634836
6116,2.889999926,3021.567413,1,40,47,22.97305556,89.52388889,1045.525083
6117,4.669999957,4935.139008,1,40,47,22.98083333,89.50944444,1056.774958
6118,3.569999963,4143.183256,1,40,47,22.97777778,89.56555556,1160.555546
6119,4.099999964,3677.047546,1,40,47,22.98277778,89.56333333,896.8408728
6120,3.879999995,4073.404862,1,40,47,22.96805556,89.64416667,1049.846615
6121,2.929999948,2400.50895,1,40,47,22.79055556,89.56222222,819.2863457
6122,4.539999872,3209.03779,1,40,47,22.77722222,89.48722222,706.8365375
6123,2.559999943,2863.341254,1,40,47,22.82194444,89.47944444,1118.492702
6124,3.819999963,3742.856967,1,40,47,22.86027778,89.49222222,979.8054982
6125,0.829999983,3673.988101,1,40,47,22.88805556,89.46166667,4426.491776
6126,4.769999921,3717.904785,1,40,47,22.73416667,89.54027778,779.4349783
6127,3.359999955,3326.666603,1,40,47,22.88611111,89.46611111,990.0793595
6128,2.589999974,2636.874969,1,40,47,22.77166667,89.49138889,1018.098454
6129,2.539999962,1797.797569,1,40,47,22.75472222,89.48166667,707.7943292
6130,2.149999976,1776.825426,1,40,47,22.83694444,89.49222222,826.4304399
6131,2.429999948,2374.821411,1,40,47,22.77944444,89.5575,977.2927829
6132,1.290000021,1732.440501,1,40,47,22.75916667,89.47083333,1342.97711
6133,1.49000001,1746.488079,1,40,47,22.82277778,89.49916667,1172.139643
6134,3.659999967,3258.964367,1,40,47,22.82666667,89.33361111,890.4274308
6135,2.889999926,2392.698496,1,40,47,22.75138889,89.51138889,827.9233761
6136,3.49999994,2694.345383,1,40,47,22.74722222,89.525,769.8129796
6137,2.669999957,2882.738037,1,40,47,22.76805556,89.54944444,1079.677185
6138,2.889999926,3225.406708,1,40,47,22.75805556,89.53416667,1116.057713
6139,2.24000001,2117.728241,1,40,47,22.76805556,89.54944444,945.4143893
6140,2.889999926,2193.53175,1,40,47,22.8275,89.435,759.0075453
6141,2.109999985,3067.261917,1,30,54,23.21611111,90.41611111,1453.678644
6142,2.899999976,5213.720177,1,30,54,23.20638889,90.41222222,1797.834558
6143,4.209999919,2574.080185,1,30,54,23.19194444,90.35722222,611.4204833
6144,3.73999998,4722.583332,1,30,54,23.21694444,90.41083333,1262.722823
6145,3.809999943,2907.821423,1,30,54,23.21972222,90.36111111,763.2077339
6146,2.50999999,3428.869038,1,30,54,23.19805556,90.35361111,1366.083287
6147,4.98999989,2331.076447,1,30,54,23.2125,90.42416667,467.1495988
6148,3.369999975,5012.422699,1,30,54,23.20861111,90.42805556,1487.365797
6149,3.129999965,2595.833313,1,30,54,23.23333333,90.41555556,829.3397258
6150,3.189999998,2748.988106,1,30,54,23.23111111,90.40888889,861.7517579
6151,4.079999954,2490.83329,1,30,54,23.23333333,90.41555556,610.4983624
6152,3.149999917,1875.3125,1,30,54,23.30305556,90.45444444,595.3373174
6153,4.349999964,4444.742252,1,30,54,23.26666667,90.49,1021.779837
6154,3.129999936,4493.595158,1,30,54,23.23805556,90.49166667,1435.653435
6155,3.059999943,2076.041656,1,30,54,23.23388889,90.42527778,678.4449985
6156,2.979999959,4718.18453,1,30,54,23.28472222,90.23888889,1583.283421
6157,4.9799999,3767.569366,1,30,54,23.28722222,90.48222222,756.5400486
6158,3.959999919,3483.581024,1,30,54,23.26444444,90.2375,879.6921958
6159,3.389999986,5019.625084,1,30,54,23.28527778,90.4825,1480.71537
6160,3.569999933,2267.499962,1,30,54,23.31555556,90.45055556,635.1540628
6161,NA,0,1,30,54,23.46805556,90.42222222,NA
6162,2.579999983,4942.381012,1,30,54,23.50444444,90.4325,1915.651567
6163,3.779999942,4627.845428,1,30,54,23.49722222,90.4125,1224.297751
6164,3.399999976,3121.324375,1,30,54,23.4675,90.42083333,918.0365874
6165,2.579999983,4204.64485,1,30,54,23.47472222,90.41916667,1629.707317
6166,2.5,5417.678558,1,30,54,23.46888889,90.42027778,2167.071423
6167,4.409999907,3923.345215,1,30,54,23.44805556,90.42611111,889.6474598
6168,3.409999996,3479.565506,1,30,54,23.42416667,90.42305556,1020.400443
6169,4.789999902,4326.249878,1,30,54,23.44111111,90.40972222,903.183709
6170,2.709999979,6541.845177,1,30,54,23.44333333,90.38888889,2413.965029
6171,2.579999983,3874.762027,1,30,54,23.41527778,90.42972222,1501.845757
6172,3.519999981,4238.381054,1,30,54,23.47805556,90.4425,1204.085533
6173,4.779999912,3222.718292,1,30,54,23.47222222,90.43361111,674.2088602
6174,3.639999956,2901.095261,1,30,54,23.4425,90.40194444,797.0042021
6175,3.049999952,2195.11908,1,30,54,23.46722222,90.2125,719.7111849
6176,4.269999921,3805.267769,1,30,54,23.44333333,90.21166667,891.1634283
6177,1.99000001,4248.769787,1,30,54,23.4425,90.39055556,2135.060184
6178,2,3369.995028,1,30,54,23.44083333,90.21083333,1684.997514
6179,2.639999956,2280.029785,1,30,54,23.27027778,90.4375,863.6476603
6180,5.519999921,4609.10714,1,30,54,23.5025,90.42027778,834.9831894
6181,2.889999926,1829.567281,1,40,55,23.62194444,89.595,633.0682794
6182,2.539999962,3170.883026,1,40,55,23.62638889,89.5975,1248.379163
6183,4.599999964,3295.029783,1,40,55,23.75555556,89.58111111,716.310828
6184,6.279999942,4755.848267,1,40,55,23.61722222,89.58638889,757.3006864
6185,2.889999926,1442.356192,1,40,55,23.62222222,89.58083333,499.0852002
6186,NA,0,1,40,55,23.62333333,89.57861111,NA
6187,4.909999996,5052.723396,1,40,55,23.62555556,89.56722222,1029.067902
6188,2.629999936,2624.945435,1,40,55,23.62083333,89.55666667,998.0781364
6189,2.679999948,3178.571465,1,40,55,23.62416667,89.54,1186.034152
6190,2.959999949,2063.37801,1,40,55,23.62444444,89.54916667,697.0871775
6191,3.669999957,3437.407751,1,40,55,23.63805556,89.54388889,936.6233764
6192,2.909999967,2327.753056,1,40,55,23.62416667,89.54388889,799.9151485
6193,1.290000021,1147.172628,1,40,55,23.62972222,89.76861111,889.2810925
6194,1.859999955,2181.666664,1,40,55,23.62972222,89.76861111,1172.939095
6195,3.50999999,2079.967285,1,40,55,23.62555556,89.77,592.5832737
6196,3.519999921,2246.949432,1,40,55,23.62944444,89.79,638.3379212
6197,5.119999886,2701.904816,1,40,55,23.63,89.53333333,527.7157961
6198,1.50999999,5525.275185,1,40,55,23.62944444,89.57944444,3659.122662
6199.1,2.539999962,2708.045685,1,40,55,23.62777778,89.56194444,1066.159734
6199.2,2.799999982,1902.983595,1,40,55,23.62777778,89.56194444,679.6370025
6200,5.299999893,2375.93259,1,40,55,23.61361111,89.55666667,448.2891771
6201,3.629999906,2570.845219,1,40,55,23.6475,89.60027778,708.2218417
6202,2.779999971,2047.812502,1,40,55,23.62888889,89.53555556,736.6232097
6203,3.589999914,4259.479156,1,40,55,23.62166667,89.56722222,1186.484473
6204,2.319999993,2215.61508,1,40,55,23.63305556,89.58277778,955.0065029
6205,2.709999979,2505.694458,1,40,55,23.63833333,89.525,924.6105084
6206,3.859999955,2888.273781,1,40,55,23.65111111,89.53166667,748.257465
6207.1,4.719999999,3788.809536,1,40,55,23.65888889,89.53,802.7138849
6207.2,2.209999979,1395.575443,1,40,55,23.65861111,89.52944444,631.4821072
6208,1.859999985,1958.11508,1,40,55,23.62305556,89.57944444,1052.750052
6209.1,0.829999983,532.3333254,1,40,55,23.67388889,89.54055556,641.3654652
6209.2,2.809999943,1425.744031,1,40,55,23.67388889,89.54055556,507.3822278
6210,4.210000008,4118.075428,1,40,55,23.67888889,89.55972222,978.1651829
6211,3.269999981,1984.249954,1,40,55,23.6475,89.60027778,606.8042709
6212,2.979999959,2796.398773,1,40,55,23.60055556,89.40111111,938.3888628
6213,3.179999948,1704.866014,1,40,55,23.61805556,89.63666667,536.121397
6214,1.50999999,1815.714306,1,40,55,23.63277778,89.62666667,1202.459813
6215,3.939999938,4107.345245,1,40,55,23.61305556,89.46416667,1042.473429
6216,3.569999933,3218.9464,1,40,55,23.8375,89.49472222,901.665675
6217,2.49999994,4284.166718,1,40,55,23.83777778,89.54916667,1713.666728
6218,2.329999983,3071.051609,1,40,55,23.61111111,89.30833333,1318.04791
6219,4.909999907,4702.043564,1,40,55,23.835,89.5,957.6463652
6220,5.629999936,5755.047504,1,40,55,23.83361111,89.55944444,1022.210936
6221,1.290000021,2097.821407,1,40,57,23.89222222,88.81694444,1626.218118
6222,1.859999955,2021.428567,1,40,57,23.89916667,88.81916667,1086.789579
6223,6.539999872,6399.955448,1,40,57,23.90833333,88.8175,978.586479
6224,6.599999905,3481.527781,1,40,57,23.91111111,88.80611111,527.5042168
6225,2.779999971,2777.599163,1,40,57,23.91861111,88.81611111,999.1363999
6226,3.959999919,2955.52383,1,40,57,23.91722222,88.80444444,746.3444169
6227,3.389999926,8264.315617,1,40,57,23.9225,88.80444444,2437.851267
6228,2.709999979,3116.071411,1,40,57,23.92777778,88.80222222,1149.841858
6229,4.059999943,2694.666662,1,40,57,23.92916667,88.8,663.7110099
6230,3.139999986,2226.696419,1,40,57,23.92916667,88.81638889,709.1389901
6231,4.649999917,3266.190615,1,40,57,23.94583333,88.80916667,702.4065964
6232,3.059999943,2905.252895,1,40,57,23.94083333,88.79694444,949.4290685
6233,3.139999926,4311.279716,1,40,57,23.94277778,88.80305556,1373.01905
6234,4.009999931,3212.357185,1,40,57,23.94472222,88.79194444,801.0865937
6235,3.310000002,5097.928604,1,40,57,23.94916667,88.81194444,1540.159698
6236,4.639999926,3904.047426,1,40,57,23.93972222,88.81361111,841.3895449
6237,3.059999943,2243.21434,1,40,57,23.95222222,88.79722222,733.0765955
6238,2.779999971,3175.079338,1,40,57,23.94944444,88.79777778,1142.114882
6239,4.699999958,3876.130953,1,40,57,23.95861111,88.80694444,824.7087207
6240,4.749999911,3817.063461,1,40,57,23.95333333,88.81055556,803.5923228
6241,1.529999971,2051.309616,1,40,65,23.33583333,89.69805556,1340.725264
6242,2.919999957,2876.041656,1,40,65,23.30138889,89.51722222,984.9457872
6243,4.639999926,2349.972229,1,40,65,23.31833333,89.64055556,506.4595402
6244,3.099999964,2333.285645,1,40,65,23.35583333,89.69694444,752.6727972
6245,7.23999992,4533.630844,1,40,65,23.33555556,89.605,626.1921124
6246,3.799999952,3451.950001,1,40,65,23.31833333,89.64055556,908.4079063
6247,3.089999914,1878.922623,1,40,65,23.34694444,89.58833333,608.0655906
6248,3.179999948,3561.398834,1,40,65,23.3225,89.62694444,1119.936759
6249,2.789999962,2742.48214,1,40,65,23.32361111,89.56444444,982.9685223
6250,4.289999902,2516.327389,1,40,65,23.3575,89.69222222,586.5565142
6251,1.949999988,2125.972229,1,40,65,23.34888889,89.66027778,1090.242175
6252,2.279999971,3834.761932,1,40,65,23.34416667,89.64166667,1681.913149
6253,3.849999964,3394.523865,1,40,65,23.35194444,89.67083333,881.6945185
6254,8.919999927,6455.387054,1,40,65,23.35805556,89.62916667,723.6981062
6255,3.899999976,3674.642914,1,40,65,23.33277778,89.64611111,942.2161375
6256,4.839999974,4871.091263,1,40,65,23.36583333,89.62277778,1006.42382
6257,2.23999995,2888.462353,1,40,65,23.34555556,89.67972222,1289.492151
6258,3.98999998,3302.341362,1,40,65,23.34722222,89.67388889,827.6544809
6259,3.819999933,3340.083344,1,40,65,23.35611111,89.69638889,874.3673827
6260,3.689999938,3817.321434,1,40,65,23.35222222,89.70666667,1034.504471
6261,3.559999943,2924.047688,1,10,78,22.57583333,90.81583333,821.3617232
6262,3.25,7440.743999,1,10,78,22.41416667,90.81611111,2289.459692
6263,1.290000021,1006.488099,1,10,78,22.38944444,90.82472222,780.2233193
6264,1.289999992,1542.619045,1,10,78,22.36861111,90.8275,1195.828725
6265,2.410000026,2463.0159,1,10,78,22.62277778,90.85416667,1021.998287
6266,3.660000026,3182.988153,1,10,78,22.36694444,90.83527778,869.6688882
6267,2.929999948,5576.220222,1,10,78,22.47833333,90.80583333,1903.146868
6268,1.719999969,2939.285706,1,10,78,22.59611111,90.79444444,1708.887069
6269,1.50999999,2072.470245,1,10,78,22.52944444,90.76083333,1372.49686
6270,2.629999936,2476.587311,1,10,78,22.54944444,90.78638889,941.6682021
6271,2.819999993,2416.666687,1,10,78,22.41277778,90.62944444,856.9740047
6272,2.209999979,2638.710298,1,10,78,22.59861111,90.77444444,1193.986572
6273,3.679999918,2935.380947,1,10,78,22.42916667,90.80388889,797.6578839
6274,1.409999967,2056.226194,1,10,78,22.41805556,90.73722222,1458.316484
6275,2.559999943,3133.253876,1,10,78,22.49916667,90.77666667,1223.927323
6276,3.349999964,3489.434448,1,10,78,22.48916667,90.76694444,1041.622234
6277,NA,0,1,10,78,22.46138889,90.78166667,NA
6278,2.99999994,3019.136982,1,10,78,22.56166667,90.76083333,1006.379014
6279,NA,0,1,10,78,22.50722222,90.80027778,NA
6280,4.209999979,3175.107113,1,10,78,22.41527778,90.83083333,754.1822159
6281,4.409999967,4205.714355,1,10,78,22.19888889,90.58277778,953.6767318
6282,1.50999999,2277.142853,1,10,78,22.18416667,90.56333333,1508.041634
6283,3.469999969,2247.934519,1,10,78,22.20111111,90.63777778,647.8197518
6284,2.099999994,2504.166656,1,10,78,22.22527778,90.54027778,1192.460316
6285,3,3065.5952,1,10,78,22.19694444,90.6125,1021.865067
6286,1.50999999,3692.333313,1,10,78,22.18972222,90.60694444,2445.253865
6287,3.180000007,2814.82148,1,10,78,22.2475,90.66277778,885.1639854
6288,1.75,2496.249966,1,10,78,22.26583333,90.78833333,1426.428552
6289,2.529999971,1863.928587,1,10,78,22.28444444,90.71277778,736.7306751
6290,3.00999999,2641.056538,1,10,78,22.22472222,90.65972222,877.4274239
6291,NA,0,1,10,78,22.23138889,90.63722222,NA
6292,4.949999869,3638.285736,1,10,78,22.24805556,90.56694444,735.0072389
6293,4.749999881,3420.297653,1,10,78,22.20888889,90.60444444,720.0626819
6294,3.059999943,2254.285691,1,10,78,22.21777778,90.67138889,736.6946841
6295,3.289999962,5875.892944,1,10,78,22.22277778,90.60111111,1785.985718
6296,4.719999909,3973.373047,1,10,78,22.21388889,90.705,841.8163396
6297,2.149999976,4182.956383,1,10,78,22.28833333,90.74972222,1945.56113
6298,1.100000024,1964.226176,1,10,78,22.28611111,90.71861111,1785.660122
6299,2.810000002,4488.898839,1,10,78,22.24222222,90.59944444,1597.472895
6300,3.579999983,2398.194401,1,10,78,23.31944444,89.13944444,669.8867073
6301,3.529999971,2152.976196,1,10,78,22.36833333,90.28944444,609.9082758
6302,3.99999994,2799.071365,1,10,78,22.32166667,90.29666667,699.7678518
6303,2.349999964,4094.642872,1,10,78,22.35888889,90.30166667,1742.401249
6304,3.24999994,2314.791668,1,10,78,22.36888889,90.31555556,712.2436032
6305,2.419999957,2315.714294,1,10,78,22.36055556,90.27583333,956.9067502
6306,2.720000029,2263.77378,1,10,78,22.27666667,90.33111111,832.2697633
6307,4.919999957,5085.416534,1,10,78,22.50555556,90.32722222,1033.621256
6308,NA,0,1,10,78,22.45138889,90.31972222,NA
6309,5.679999888,2343.988068,1,10,78,22.40638889,90.31472222,412.6739637
6310,6.389999956,4496.018438,1,10,78,22.49833333,90.30444444,703.6022644
6311,1.649999976,2629.107145,1,10,78,22.50222222,90.28055556,1593.398293
6312,1.859999955,2124.315489,1,10,78,22.30944444,90.32388889,1142.105129
6313,1.859999955,1899.404808,1,10,78,22.33666667,90.27138889,1021.185406
6314,2.230000019,3098.888885,1,10,78,22.41638889,90.30361111,1389.63626
6315,NA,0,1,10,78,22.31833333,90.315,NA
6316,4.199999928,3542.833488,1,10,78,22.33361111,90.23194444,843.5317973
6317,2.479999989,1658.616077,1,10,78,22.46722222,90.23722222,668.7968083
6318,5.119999886,4299.642738,1,10,78,22.26027778,90.24861111,839.7739911
6319.1,1.290000021,1826.636902,1,10,78,22.29583333,90.20694444,1415.997575
6319.2,2.899999946,2571.860138,1,10,78,22.29583333,90.20694444,886.8483398
6320,3.230000019,3556.964281,1,10,78,22.285,90.2275,1101.227325
6321,3.589999914,2905.145905,1,10,79,22.87333333,90.23444444,809.2328618
6322,5.349999964,2747.470263,1,10,79,22.64138889,90.27555556,513.545847
6323,2.279999971,1509.007905,1,10,79,22.8525,90.19416667,661.8455805
6324,6.879999876,3091.38385,1,10,79,22.84527778,90.19333333,449.3290561
6325,2.339999974,2252.083298,1,10,79,22.63583333,90.27888889,962.4287705
6326,3.619999975,3514.095173,1,10,79,22.87277778,90.22944444,970.7445296
6327,2.110000014,3042.569499,1,10,79,22.63527778,90.28138889,1441.976056
6328,2.819999993,3256.437408,1,10,79,22.8775,90.24027778,1154.765041
6329,2.959999949,1781.880978,1,10,79,22.66222222,90.31805556,601.9868272
6330,4.900000036,3037.073417,1,10,79,22.66027778,90.32083333,619.8108968
6331,4.169999957,2810.516567,1,10,79,22.66638889,90.30916667,673.9847952
6332,4.809999943,3097.976242,1,10,79,22.64944444,90.06916667,644.0699125
6333,4.209999919,4286.776199,1,10,79,22.87194444,90.26555556,1018.236647
6334,4.319999993,3885.136972,1,10,79,22.64722222,90.31,899.3372636
6335,2.589999974,1539.02774,1,10,79,22.87333333,90.26138889,594.2192108
6336,2.389999986,3181.599226,1,10,79,22.88777778,90.27361111,1331.213073
6337,3.23999995,3684.583347,1,10,79,22.64666667,90.31888889,1137.2171
6338,5.379999876,3335.853127,1,10,79,22.63833333,90.26166667,620.0470638
6339,3.139999926,1804.940487,1,10,79,22.88722222,90.27166667,574.8218246
6340,2.469999969,2388.690502,1,10,79,22.63444444,90.27277778,967.0811871
6341,3.389999926,2793.901779,1,10,79,22.89111111,90.08083333,824.1598348
6342,2.879999995,1979.553544,1,10,79,22.88972222,90.12194444,687.3449817
6343,4.119999975,2446.240067,1,10,79,22.84638889,90.06916667,593.7475926
6344,3.959999919,3544.761856,1,10,79,22.92111111,90.09472222,895.1419012
6345,4.389999926,3777.488035,1,10,79,22.88333333,90.08333333,860.4756489
6346,1.859999955,4010.67865,1,10,79,22.85944444,90.07055556,2156.278897
6347,3.839999974,3776.907143,1,10,79,22.89861111,90.22555556,983.5695751
6348,4.259999961,3066.587303,1,10,79,22.90305556,90.19444444,719.8561811
6349,3.24999994,1947.321434,1,10,79,22.90944444,90.17972222,599.1758368
6350,2.969999909,2059.345169,1,10,79,22.85916667,90.13027778,693.382233
6351,3.709999919,3392.916672,1,10,79,22.86055556,89.99388889,914.5328156
6352,2.889999956,2048.601189,1,10,79,22.85777778,89.97666667,708.8585536
6353.1,1.639999986,1537.797585,1,10,79,22.84361111,90.01944444,937.6814622
6353.2,1.599999964,1817.619095,1,10,79,22.84361111,90.01944444,1136.01196
6354,2.979999989,2341.645874,1,10,79,22.78777778,90.81583333,785.7872089
6355,3.599999905,3235.476173,1,10,79,22.885,90.21472222,898.7434053
6356,1.900000006,1852.222221,1,10,79,22.81611111,90.8175,974.8537977
6357,4.00999999,2743.642868,1,10,79,22.85444444,89.98861111,684.2002181
6358,3.079999983,2133.779739,1,10,79,22.85638889,89.98638889,692.7856334
6359,2.539999962,2301.865067,1,10,79,22.8525,89.98444444,906.2461028
6360,4.279999971,2792.52977,1,10,79,22.86666667,90.18111111,652.460231
6361,3.019999951,2790.803627,1,30,82,23.66611111,89.64638889,924.1071762
6362,1.859999955,2134.678581,1,30,82,23.66861111,89.63444444,1147.676685
6363,1.50999999,4389.241005,1,30,82,23.65083333,89.61638889,2906.782141
6364,2.889999926,2646.13092,1,30,82,23.66638889,89.65055556,915.6162589
6365,2.809999973,1610.833246,1,30,82,23.67083333,89.61583333,573.2502712
6366,2.079999983,3571.636868,1,30,82,23.66361111,89.60583333,1717.133123
6367,5.359999925,4500.595235,1,30,82,23.6925,89.60833333,839.6633019
6368,3.089999974,2527.083328,1,30,82,23.67166667,89.58611111,817.8263268
6369,4.149999917,2808.833344,1,30,82,23.66555556,89.59861111,676.8273253
